,title,release_year,locations,locations_formatted,formatted_address,lat,long
801,The Towering Inferno,1974,2898 Vallejo Street,"2898 Vallejo Street, San Francisco, CA","2898 Vallejo St, San Francisco, CA 94123, USA",37.7942353,-122.4448558
802,Joy Luck Club,1993,901 Union Street,"901 Union Street, San Francisco, CA","901 Union St, San Francisco, CA 94133, USA",37.7996607,-122.4143732
803,Bullitt,1968,Columbus & Lombard Streets (North Beach),"Columbus and Lombard Streets, San Francisco, CA","Lombard St & San Francisco Bicycle Rte 11, San Francisco, CA 94133, USA",37.8027549,-122.413728
804,Freebie and the Bean,1974,Broadway and Columbus Avenue (North Beach),"Broadway and Columbus Avenue, San Francisco, CA","Columbus Ave & San Francisco Bicycle Rte 10, San Francisco, CA 94133, USA",37.7978749,-122.4067162
805,Dirty Harry,1971,Holiday Inn Select Downtown Hotel (750 Kearney Street),"750 Kearney Street, San Francisco, CA","750 Kearny St, San Francisco, CA 94108, USA",37.7951675,-122.4041429
806,A View to a Kill,1985,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","3rd Street, China Basin, San Francisco, CA","3rd St, San Francisco, CA 94107, USA",37.7793668,-122.3934134
807,The Conversation,1974,One Embarcadero Center (Financial District),"One Embarcadero Center, San Francisco, CA","One Embarcadero Center, 1 Embarcadero Center, San Francisco, CA 94111, USA",37.7946507,-122.3998262
808,The Enforcer,1976,Sutter & Webster Streets,"Sutter and Webster Streets, San Francisco, CA","Webster St & Sutter St & San Francisco Bicycle Rte 16, San Francisco, CA 94115, USA",37.7862992,-122.4316575
809,Petulia,1968,307 Filbert Street,"307 Filbert Street, San Francisco, CA","307 Filbert St, San Francisco, CA 94133, USA",37.8020913,-122.4047753
810,Heart Beat,1980,City Lights Bookstore (261 Columbus),"261 Columbus, San Francisco, CA","261 Columbus Ave, San Francisco, CA 94133, USA",37.7976361,-122.406604
811,Nine Months,1995,Chrissy Field,"Chrissy Field, San Francisco, CA","Crissy Field Ave, San Francisco, CA 94129, USA",37.8036739,-122.4684295
812,City of Angels,1998,San Francisco Public Library Main Branch (100 Larkin Street),"100 Larkin Street, San Francisco, CA","100 Fulton St, San Francisco, CA 94102, USA",37.7791156,-122.4157661
813,The Graduate,1967,Bay Bridge,"Bay Bridge, San Francisco, CA","San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",37.7982799,-122.3778182
814,Experiment in Terror,1962,1 Montgomery Street at Post,"1 Montgomery Street at Post, San Francisco, CA","1 Montgomery St, San Francisco, CA 94104, USA",37.7894677,-122.4029353
815,The House on Telegraph Hill,1951,Coit Tower,"Coit Tower, San Francisco, CA","1 Telegraph Hill Blvd, San Francisco, CA 94133, USA",37.8023949,-122.4058222
816,Nine Months,1995,Wasteland Store (1600 Haight Street),"1600 Haight Street, San Francisco, CA","1600 Haight St, San Francisco, CA 94117, USA",37.769961,-122.448967
817,My Reality,2011,Chouguet's (2500 Washington Street),"2500 Washington Street, San Francisco, CA","2500 Washington St, San Francisco, CA 94115, USA",37.7918095,-122.434628
818,San Francisco,1936,The Barbary Coast,"The Barbary Coast, San Francisco, CA","952 Mission St, San Francisco, CA 94103, USA",37.7819353,-122.4077931
819,Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
820,Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District","Marina Green, Marina District, San Francisco, CA","Marina Green Dr, San Francisco, CA 94123, USA",37.8069514,-122.4393511
821,Bullitt,1968,Marina Green (Marina District),"Marina Green, San Francisco, CA","Marina Green Dr, San Francisco, CA 94123, USA",37.8069514,-122.4393511
822,Junior,1994,United Nations Plaza (Civic Center),"United Nations Plaza, San Francisco, CA","United Nations Plaza, San Francisco, CA 94102, USA",37.7799923,-122.4137276
823,Flower Drum Song,1961,Chinatown,"Chinatown, San Francisco, CA","Chinatown, San Francisco, CA, USA",37.7941378,-122.4077914
824,Bullitt,1968,Brocklebank Apartments (1000 Mason Street),"1000 Mason Street, San Francisco, CA","1000 Mason St, San Francisco, CA 94108, USA",37.7930742,-122.4107104
825,Guess Who's Coming to Dinner,1967,Mel's Drive-In (Corner South Van Ness & Mission St.),"Mel's Drive-In, San Francisco, CA","1050 Van Ness Ave, San Francisco, CA 94109, USA",37.7855915,-122.4211371
826,A View to a Kill,1985,Chinatown,"Chinatown, San Francisco, CA","Chinatown, San Francisco, CA, USA",37.7941378,-122.4077914
827,Freebie and the Bean,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
828,Pal Joey,1957,Barbary Coast,"Barbary Coast, San Francisco, CA","900 Market St, San Francisco, CA 94102, USA",37.7842594,-122.4088091
829,The Game,1997,1 Bush Street,"1 Bush Street, San Francisco, CA","One Bush Plaza, 1 Bush St, San Francisco, CA 94104, USA",37.7910468,-122.4000474
830,Time After Time,1979,United Nations Plaza (Civic Center),"United Nations Plaza, San Francisco, CA","United Nations Plaza, San Francisco, CA 94102, USA",37.7799923,-122.4137276
831,Guess Who's Coming to Dinner,1967,634 Raycliff Terrace,"634 Raycliff Terrace, San Francisco, CA","Raycliff Terrace, San Francisco, CA 94115, USA",37.7927872,-122.4427541
832,The Dead Pool,1988,Washington Square Park (North Beach),"Washington Square Park, San Francisco, CA","Washington Square, Filbert St & Stockton St, San Francisco, CA 94133, USA",37.8008473,-122.4099791
833,Star Trek IV: The Voyage Home,1986,500 Block of Pacific Avenue (Chinatown),"500 Block of Pacific Avenue, San Francisco, CA","500 Pacific Ave, San Francisco, CA 94133, USA",37.797336,-122.4038353
834,Golden Gate,1994,Buena Vista Park (Haight Street at Buena Vista),"Buena Vista Park, San Francisco, CA","Buena Vista Park, Buena Vista & Haight Street, San Francisco, CA 94117, USA",37.7684046,-122.4414145
835,CSI: NY- episode 903,2012,Palace of Fine Arts,"Palace of Fine Arts, San Francisco, CA","3301 Lyon St, San Francisco, CA 94123, USA",37.8019913,-122.4486565
836,The Dead Pool,1988,"Silver Restaurant (737 Washington Street, Chinatown)","737 Washington Street, Chinatown, San Francisco, CA","737 Washington St, San Francisco, CA 94108, USA",37.7950706,-122.4061608
837,Magnum Force,1973,Vermont Street between 20th and 22nd Streets,"Vermont Street and 20th , San Francisco, CA","20th St & Vermont St, San Francisco, CA 94107, USA",37.759572,-122.4040259
838,Mrs. Doubtfire,1993,1200 Washington Street at Taylor Street,"1200 Washington Street at Taylor Street, San Francisco, CA","1200 Washington St, San Francisco, CA 94108, USA",37.7943732,-122.4133368
839,Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)","1 Nob Hill Circle, Nob Hill, San Francisco, CA","1 Nob Hill Pl, San Francisco, CA 94108, USA",37.7911185,-122.4101504
840,A View to a Kill,1985,Taylor and Jefferson Streets (Fisherman's Wharf),"Taylor and Jefferson Streets, San Francisco, CA","Taylor St & Jefferson St, San Francisco, CA 94133, USA",37.8082214,-122.4158081
841,By Hook or By Crook,2001,The Lexington Club (3464 19th Street at Lexington),"3464 19th Street at Lexington, San Francisco, CA","3464 19th St, San Francisco, CA 94110, USA",37.7604248,-122.420896
842,Herbie Rides Again,1974,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
843,Invasion of the Body Snatchers,1978,San Francisco Drydock (20th and Illinois Streets),"20th and Illinois Streets, San Francisco, CA","20th St & Illinois St, San Francisco, CA 94107, USA",37.7605609,-122.387586
844,Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),"795 Sutter Street at Jones, San Francisco, CA","795 Sutter St, San Francisco, CA 94109, USA",37.7884389,-122.4133104
845,Dirty Harry,1971,Bank of America Building (555 California Street),"555 California Street, San Francisco, CA","555 California St, San Francisco, CA 94104, USA",37.7920602,-122.403706
846,Foul Play,1978,24th and Castro Streets (Noe Valley),"24th and Castro Streets, San Francisco, CA","24th St & Castro St, San Francisco, CA 94114, USA",37.7513079,-122.4341091
847,Edtv,1999,"Castro Theatre (429 Castro Street, The Castro)","429 Castro Street, The Castro, San Francisco, CA","429 Castro St, San Francisco, CA 94114, USA",37.7620333,-122.4347591
848,Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)","34th Avenue and Clement, Lincoln Park, San Francisco, CA","100 34th Ave, San Francisco, CA 94121, USA",37.7844661,-122.5008419
849,Petulia,1968,2417 Franklin Street,"2417 Franklin Street, San Francisco, CA","2417 Franklin St, San Francisco, CA 94123, USA",37.79669,-122.425606
850,The Maltese Falcon,1941,Ferry Building,"Ferry Building, San Francisco, CA","San Francisco Ferry Bldg, One Ferry Building, San Francisco, CA 94111, USA",37.7955703,-122.3933208
851,Experiment in Terror,1962,100 St. Germain Avenue,"100 St. Germain Avenue, San Francisco, CA","100 St Germain Ave, San Francisco, CA 94114, USA",37.757655,-122.450512
852,Pacific Heights,1990,Chinatown,"Chinatown, San Francisco, CA","Chinatown, San Francisco, CA, USA",37.7941378,-122.4077914
853,The Game,1997,Harrison Street (The Embarcadero),"Harrison Street, San Francisco, CA","Harrison St, San Francisco, CA, USA",37.773267,-122.4091729
854,My Reality,2011,Grant Avenue & Union Street,"Grant Avenue and Union Street, San Francisco, CA","Union St & Grant Ave, San Francisco, CA 94133, USA",37.8006445,-122.4076143
855,The Dead Pool,1988,Pierce & California Streets (Pacific Heights),"Pierce and California Streets, San Francisco, CA","California St & Pierce St, San Francisco, CA 94115, USA",37.7884977,-122.4371527
856,A Jitney Elopement,1915,Golden Gate Park,"Golden Gate Park, San Francisco, CA","Golden Gate Park, San Francisco, CA, USA",37.7694208,-122.4862138
857,Edtv,1999,"Center for the Arts, Yerba Buena Gardens (701 Mission Street)","701 Mission Street, San Francisco, CA","701 Mission St, San Francisco, CA 94103, USA",37.7856095,-122.4019945
858,Live Nude Girls Unite,2000,Lusty Lady Bar (North Beach),"Lusty Lady Bar, San Francisco, CA","1033 Kearny St, San Francisco, CA 94133, USA",37.7976873,-122.4055481
859,"Play it Again, Sam",1972,Balboa at 22nd Avenue,"Balboa at 22nd Avenue, San Francisco, CA","Balboa St & 22nd Ave, San Francisco, CA 94121, USA",37.7764599,-122.4812627
860,Time After Time,1979,100 Block of Union Street (Cow Hollow),"100 Block of Union Street, San Francisco, CA","100 Union St, San Francisco, CA 94111, USA",37.8014199,-122.4016471
861,The Game,1997,Ritz-Carlton Hotel (600 Stockton Street),"600 Stockton Street, San Francisco, CA","600 Stockton St, San Francisco, CA 94108, USA",37.7918483,-122.4068428
862,Jagged Edge,1985,City Hall,"City Hall, San Francisco, CA","1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",37.7792597,-122.4192646
863,Nine Months,1995,60 Spear Street,"60 Spear Street, San Francisco, CA","60 Spear St, San Francisco, CA 94105, USA",37.7925749,-122.3945751
864,Freebie and the Bean,1974,Candlestick Park (602 Jamestown Ave.),"602 Jamestown Ave., San Francisco, CA","602 Jamestown Ave, San Francisco, CA 94124, USA",37.7135483,-122.3857003
865,Star Trek IV: The Voyage Home,1986,Kearny & Pacific Streets,"Kearny and Pacific Streets, San Francisco, CA","Kearny St & Pacific Ave, San Francisco, CA 94133, USA",37.7970984,-122.4053483
866,The Presidio,1988,"Fort Point (Presidio, Golden Gate National Recreation Area)","Fort Point, San Francisco, CA","Long Ave & Marine Dr, San Francisco, CA 94129, USA",37.8106185,-122.4770527
867,The Game,1997,Merchant Exchange Building (465 California Street),"465 California Street, San Francisco, CA","465 California St, San Francisco, CA 94104, USA",37.7927806,-122.402175
868,Foul Play,1978,Fort Mason (Golden Gate National Recreation Area),"Fort Mason, San Francisco, CA","Landmark Building C, 2 Marina Blvd, San Francisco, CA 94123, USA",37.8067864,-122.4314179
869,Pleasure of His Company,1961,Grace Cathedral Episcopal Church (1100 California Street),"1100 California Street, San Francisco, CA","Grace Cathedral, 1100 California St, San Francisco, CA 94108, USA",37.7918593,-122.4133739
870,Invasion of the Body Snatchers,1978,1227 Montgomery Street (Telegraph Hill),"1227 Montgomery Street, San Francisco, CA","1227 Montgomery St, San Francisco, CA 94133, USA",37.8004708,-122.4045297
871,Freebie and the Bean,1974,Twin Peaks,"Twin Peaks, San Francisco, CA","Twin Peaks, 501 Twin Peaks Blvd, San Francisco, CA 94114, USA",37.7525098,-122.4475683
872,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
873,Invasion of the Body Snatchers,1978,Hamlin Hotel (385 Eddy Street),"385 Eddy Street, San Francisco, CA","385 Eddy St, San Francisco, CA 94102, USA",37.7835803,-122.4138711
874,Magnum Force,1973,Embarcadero Freeway,"Embarcadero Freeway, San Francisco, CA","The Embarcadero, San Francisco, CA, USA",37.7980721,-122.3968204
875,Harold and Maude,1971,Sutro Baths (Point Lobos Avenue),"Sutro Baths, San Francisco, CA","1004 Point Lobos Ave, San Francisco, CA 94121, USA",37.7804369,-122.5136935
876,Hemingway & Gelhorn,2011,Muni Metro East (501 Cesar Chavez),"501 Cesar Chavez, San Francisco, CA","501 Cesar Chavez St, San Francisco, CA 94124, USA",37.750034,-122.3827585
877,Pal Joey,1957,"Spreckels Mansion (2080 Washington Street, Pacific Heights)","2080 Washington Street, Pacific Heights, San Francisco, CA","2080 Washington St, San Francisco, CA 94109, USA",37.792733,-122.427541
878,Twisted,2004,Vesuvio Cafe (255 Columbus Avenue),"255 Columbus Avenue, San Francisco, CA","255 Columbus Ave, San Francisco, CA 94133, USA",37.7974835,-122.4065082
879,Bullitt,1968,Bay Bridge,"Bay Bridge, San Francisco, CA","San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",37.7982799,-122.3778182
880,The Dead Pool,1988,Pierce St. & Golden Gate Avenue (Hayes Valley),"Pierce St. and Golden Gate Avenue, San Francisco, CA","Golden Gate Ave & Pierce St, San Francisco, CA 94115, USA",37.7791548,-122.4352667
881,Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar ","Near Point Lobos, El Camino Del Mar , San Francisco, CA","Lands End, 680 Point Lobos Ave, San Francisco, CA 94121, USA",37.7848836,-122.50751
882,The Love Bug,1968,100 Block of Lombard Street,"100 Block of Lombard Street, San Francisco, CA","100 Lombard St, San Francisco, CA 94111, USA",37.8040525,-122.403384
883,Shadow of the Thin Man,1941,Bay Bridge,"Bay Bridge, San Francisco, CA","San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",37.7982799,-122.3778182
884,Star Trek IV: The Voyage Home,1986,North Beach,"North Beach, San Francisco, CA","North Beach, San Francisco, CA, USA",37.8060532,-122.4103311
885,Getting Even with Dad,1994,140 Maiden Lane,"140 Maiden Lane, San Francisco, CA","140 Maiden Ln, San Francisco, CA 94108, USA",37.7882656,-122.4058907
886,Dirty Harry,1971,San Francisco Drydock (20th and Illinois Streets),"20th and Illinois Streets, San Francisco, CA","20th St & Illinois St, San Francisco, CA 94107, USA",37.7605609,-122.387586
887,Vertigo,1958,Mission San Juan Bautista (2nd & Mariposa Streets),"2nd and Mariposa Streets, San Francisco, CA","2nd, 2101 Mariposa St, San Francisco, CA 94107, USA",37.7632318,-122.404668
888,Jade,1995,Fior d' Italia (601 Union Street at Stockton),"601 Union Street at Stockton, San Francisco, CA","601 Union St, San Francisco, CA 94133, USA",37.8002297,-122.4093772
889,My Reality,2011,3122 16th Street,"3122 16th Street, San Francisco, CA","3122 16th St, San Francisco, CA 94103, USA",37.7650275,-122.422579
890,Vertigo,1958,Ernie's Restaurant (847 Montgomery Street),"847 Montgomery Street, San Francisco, CA","847 Montgomery St, San Francisco, CA 94133, USA",37.7969563,-122.4038711
891,Nine Months,1995,"101 Henry Adams Place, 4th Floor","101 Henry Adams Place, 4th Floor, San Francisco, CA","101 Henry Adams St, San Francisco, CA 94103, USA",37.7681227,-122.4033689
892,Nine Months,1995,Alamo Square,"Alamo Square, San Francisco, CA","Alamo Square, San Francisco, CA, USA",37.7774994,-122.433252
893,D.O.A,1950,Southern Pacific Memorial Hospital (1400 Fell Street),"1400 Fell Street, San Francisco, CA","1400 Fell St, San Francisco, CA 94117, USA",37.7734008,-122.4418679
894,Invasion of the Body Snatchers,1978,Pier 33 (Embarcadero),"Pier 33, San Francisco, CA","Pier 33, San Francisco, CA 94133, USA",37.8066566,-122.4044573
895,Crackers,1984,24th Street between Mission Street and Potrero Avenue,"24th Street and Mission Street , San Francisco, CA","Mission St & 24th St, San Francisco, CA 94110, USA",37.7522458,-122.4184622
896,Foul Play,1978,Sutter & Buchannan Streets,"Sutter and Buchannan Streets, San Francisco, CA","San Francisco Bicycle Rte 16 & Buchanan Street, San Francisco, CA 94115, USA",37.786514,-122.4299902
